"po_id";"po_date";"vendor_id";"vendor_name";"vendor_location";"vendor_rating";"item_id";"item_name";"category";"qty_ordered";"qty_received";"unit_cost";"expected_delivery_date";"delivery_date";"lead_time_days";"on_time";"return_qty";"defect_flag";"invoice_amount";"grn_date";"invoice_status";"purchase_type"
"PO00925";"2023-04-12";"V014";"Vendor N_14";"Delhi";3.03;"I0130";"Item_130";"Chemicals";436;436;255.37;"2023-04-19";"2023-04-16";4;1;0;0;111341.32;"2023-04-18";"Posted";"Spot"
"PO00926";"2024-11-20";"V007";"Vendor G_7";"Delhi";2.65;"I0047";"Item_47";"Raw Material";428;428;1144.22;"2024-11-30";"2024-11-24";4;1;0;0;489726.16;"2024-11-24";"Disputed";"Regular"
"PO00927";"2024-02-22";"V008";"Vendor H_8";"Ahmedabad";4.67;"I0195";"Item_195";"Chemicals";161;161;37.49;"2024-03-01";"2024-02-27";5;1;0;0;6035.89;"2024-02-27";"Pending";"Spot"
"PO00928";"2024-12-22";"V019";"Vendor S_19";"Mumbai";3.58;"I0143";"Item_143";"Chemicals";370;349;1723.62;"2025-01-01";"2025-01-02";11;0;0;0;601543.38;"2025-01-03";"Pending";"Spot"
"PO00929";"2024-09-06";"V048";"Vendor V_48";"Pune";3.8;"I0080";"Item_80";"Chemicals";352;352;937.25;"2024-09-16";"2024-09-18";12;0;0;0;329912.0;"2024-09-20";"Pending";"Spot"
"PO00930";"2025-05-25";"V028";"Vendor B_28";"Mumbai";3.79;"I0049";"Item_49";"Raw Material";439;408;57.72;"2025-06-06";"2025-06-01";7;1;0;0;23549.76;"2025-06-02";"Posted";"Regular"
"PO00931";"2024-11-21";"V032";"Vendor F_32";"Chennai";2.93;"I0173";"Item_173";"Spare Parts";54;54;184.77;"2024-12-10";"2024-12-12";21;0;0;0;9977.58;"2024-12-14";"Posted";"Regular"
"PO00932";"2023-05-27";"V026";"Vendor Z_26";"Lucknow";4.46;"I0103";"Item_103";"Electronics";356;356;265.86;"2023-06-07";"2023-06-23";27;0;0;0;94646.16;"2023-06-23";"Posted";"Spot"
"PO00933";"2023-07-23";"V022";"Vendor V_22";"Ahmedabad";2.85;"I0052";"Item_52";"Finished Goods";305;305;1140.16;"2023-07-31";"2023-08-05";13;0;0;0;347748.8;"2023-08-05";"Pending";"Consignment"
"PO00934";"2024-05-26";"V018";"Vendor R_18";"Lucknow";3.81;"I0196";"Item_196";"Packaging";366;366;1850.57;"2024-06-06";"2024-06-01";6;1;0;0;677308.62;"2024-06-03";"Pending";"Spot"
"PO00935";"2024-05-02";"V043";"Vendor Q_43";"Chennai";2.59;"I0155";"Item_155";"Packaging";487;487;1146.14;"2024-05-12";"2024-05-02";0;1;0;0;558170.18;"2024-05-03";"Posted";"Spot"
"PO00936";"2023-04-21";"V008";"Vendor H_8";"Ahmedabad";4.67;"I0065";"Item_65";"Finished Goods";251;251;1356.23;"2023-05-08";"2023-05-13";22;0;0;0;340413.73;"2023-05-13";"Posted";"Regular"
"PO00937";"2025-01-25";"V004";"Vendor D_4";"Hyderabad";4.0;"I0018";"Item_18";"Spare Parts";256;256;1739.88;"2025-02-04";"2025-02-09";15;0;0;0;445409.28;"2025-02-10";"Disputed";"Consignment"
"PO00938";"2023-12-01";"V010";"Vendor J_10";"Lucknow";4.27;"I0078";"Item_78";"Packaging";319;319;1742.5;"2023-12-10";"2023-12-15";14;0;0;0;555857.5;"2023-12-17";"Disputed";"Spot"
"PO00939";"2025-03-22";"V030";"Vendor D_30";"Pune";2.62;"I0052";"Item_52";"Finished Goods";151;151;1159.73;"2025-04-13";"2025-04-13";22;1;0;0;175119.23;"2025-04-14";"Disputed";"Spot"
"PO00940";"2025-04-08";"V035";"Vendor I_35";"Kolkata";4.91;"I0140";"Item_140";"Packaging";10;10;490.19;"2025-04-22";"2025-04-22";14;1;0;0;4901.9;"2025-04-23";"Posted";"Spot"
"PO00941";"2024-04-05";"V021";"Vendor U_21";"Hyderabad";4.03;"I0097";"Item_97";"Finished Goods";227;227;1172.18;"2024-04-15";"2024-04-21";16;0;0;0;266084.86;"2024-04-23";"Disputed";"Spot"
"PO00942";"2025-06-24";"V046";"Vendor T_46";"Ahmedabad";4.16;"I0043";"Item_43";"Chemicals";252;252;1445.43;"2025-07-11";"2025-07-09";15;1;0;0;364248.36;"2025-07-10";"Pending";"Regular"
"PO00943";"2024-08-05";"V044";"Vendor R_44";"Mumbai";4.77;"I0126";"Item_126";"Packaging";338;338;316.94;"2024-08-15";"2024-08-07";2;1;0;0;107125.72;"2024-08-08";"Pending";"Consignment"
"PO00944";"2025-05-24";"V011";"Vendor K_11";"Pune";2.55;"I0130";"Item_130";"Chemicals";29;29;290.42;"2025-06-17";"2025-06-16";23;1;0;0;8422.18;"2025-06-17";"Disputed";"Consignment"
"PO00945";"2023-12-28";"V050";"Vendor X_50";"Ahmedabad";2.96;"I0073";"Item_73";"Chemicals";165;127;590.73;"2024-01-02";"2024-01-07";10;0;2;1;75022.71;"2024-01-08";"Disputed";"Consignment"
"PO00946";"2023-01-28";"V049";"Vendor W_49";"Delhi";3.87;"I0161";"Item_161";"Chemicals";175;175;1155.43;"2023-02-09";"2023-02-02";5;1;0;0;202200.25;"2023-02-03";"Pending";"Spot"
"PO00947";"2023-02-27";"V043";"Vendor Q_43";"Chennai";2.59;"I0063";"Item_63";"Spare Parts";127;127;1684.47;"2023-03-10";"2023-03-06";7;1;0;0;213927.69;"2023-03-06";"Disputed";"Regular"
"PO00948";"2025-06-08";"V020";"Vendor T_20";"Ahmedabad";3.23;"I0030";"Item_30";"Raw Material";173;173;217.69;"2025-06-19";"2025-06-24";16;0;0;0;37660.37;"2025-06-24";"Pending";"Consignment"
"PO00949";"2025-06-03";"V028";"Vendor B_28";"Mumbai";3.79;"I0146";"Item_146";"Electronics";264;264;795.26;"2025-06-15";"2025-06-18";15;0;0;0;209948.64;"2025-06-20";"Pending";"Consignment"
"PO00950";"2023-01-23";"V021";"Vendor U_21";"Hyderabad";4.03;"I0097";"Item_97";"Finished Goods";293;293;1092.04;"2023-02-08";"2023-02-05";13;1;0;0;319967.72;"2023-02-06";"Posted";"Consignment"
"PO00951";"2024-11-22";"V014";"Vendor N_14";"Delhi";3.03;"I0087";"Item_87";"Packaging";255;255;1000.92;"2024-12-06";"2024-12-01";9;1;0;0;255234.6;"2024-12-02";"Posted";"Consignment"
"PO00952";"2023-11-03";"V024";"Vendor X_24";"Hyderabad";3.42;"I0112";"Item_112";"Spare Parts";104;104;1399.6;"2023-11-14";"2023-11-17";14;0;0;0;145558.4;"2023-11-17";"Disputed";"Regular"
"PO00953";"2023-10-22";"V017";"Vendor Q_17";"Ahmedabad";3.26;"I0013";"Item_13";"Raw Material";153;153;1745.18;"2023-11-01";"2023-10-28";6;1;0;0;267012.54;"2023-10-28";"Disputed";"Consignment"
"PO00954";"2023-04-05";"V046";"Vendor T_46";"Ahmedabad";4.16;"I0149";"Item_149";"Chemicals";49;49;1974.53;"2023-04-12";"2023-04-07";2;1;0;0;96751.97;"2023-04-09";"Disputed";"Spot"
"PO00955";"2024-03-13";"V014";"Vendor N_14";"Delhi";3.03;"I0089";"Item_89";"Spare Parts";408;388;623.72;"2024-03-28";"2024-03-30";17;0;0;0;242003.36;"2024-03-31";"Pending";"Consignment"
"PO00956";"2024-07-06";"V021";"Vendor U_21";"Hyderabad";4.03;"I0052";"Item_52";"Finished Goods";213;213;1325.22;"2024-07-15";"2024-07-18";12;0;0;0;282271.86;"2024-07-19";"Disputed";"Consignment"
"PO00957";"2023-07-04";"V002";"Vendor B_2";"Mumbai";4.88;"I0161";"Item_161";"Chemicals";361;361;1088.2;"2023-07-10";"2023-07-08";4;1;0;0;392840.2;"2023-07-09";"Posted";"Consignment"
"PO00958";"2025-04-23";"V048";"Vendor V_48";"Pune";3.8;"I0120";"Item_120";"Raw Material";138;138;1180.95;"2025-05-01";"2025-04-27";4;1;0;0;162971.1;"2025-04-29";"Pending";"Consignment"
"PO00959";"2025-01-14";"V041";"Vendor O_41";"Kolkata";2.81;"I0016";"Item_16";"Spare Parts";268;238;1004.35;"2025-01-28";"2025-02-02";19;0;0;0;239035.3;"2025-02-02";"Disputed";"Consignment"
"PO00960";"2025-02-22";"V020";"Vendor T_20";"Ahmedabad";3.23;"I0112";"Item_112";"Spare Parts";211;211;1255.47;"2025-03-05";"2025-03-08";14;0;0;0;264904.17;"2025-03-08";"Disputed";"Regular"
"PO00961";"2025-05-16";"V027";"Vendor A_27";"Chennai";3.0;"I0069";"Item_69";"Chemicals";422;422;1779.37;"2025-06-07";"2025-05-30";14;1;0;0;750894.14;"2025-06-01";"Disputed";"Regular"
"PO00962";"2024-02-20";"V016";"Vendor P_16";"Hyderabad";2.96;"I0030";"Item_30";"Raw Material";77;61;276.64;"2024-03-03";"2024-03-11";20;0;0;0;16875.04;"2024-03-12";"Pending";"Spot"
"PO00963";"2024-07-27";"V028";"Vendor B_28";"Mumbai";3.79;"I0109";"Item_109";"Finished Goods";332;332;530.35;"2024-08-05";"2024-07-29";2;1;0;0;176076.2;"2024-07-30";"Posted";"Regular"
"PO00964";"2023-09-22";"V018";"Vendor R_18";"Lucknow";3.81;"I0169";"Item_169";"Electronics";282;282;1306.91;"2023-10-07";"2023-10-08";16;0;0;0;368548.62;"2023-10-10";"Pending";"Regular"
"PO00965";"2023-02-26";"V006";"Vendor F_6";"Bengaluru";2.89;"I0081";"Item_81";"Spare Parts";309;309;843.14;"2023-03-09";"2023-03-09";11;1;0;0;260530.26;"2023-03-10";"Pending";"Consignment"
"PO00966";"2024-11-04";"V006";"Vendor F_6";"Bengaluru";2.89;"I0102";"Item_102";"Raw Material";483;483;418.82;"2024-11-10";"2024-11-20";16;0;0;0;202290.06;"2024-11-20";"Posted";"Consignment"
"PO00967";"2025-01-22";"V033";"Vendor G_33";"Bengaluru";2.66;"I0031";"Item_31";"Chemicals";268;268;1903.37;"2025-01-30";"2025-01-28";6;1;0;0;510103.16;"2025-01-30";"Pending";"Spot"
"PO00968";"2025-06-24";"V006";"Vendor F_6";"Bengaluru";2.89;"I0061";"Item_61";"Spare Parts";308;287;507.35;"2025-07-06";"2025-07-08";14;0;0;0;145609.45;"2025-07-10";"Disputed";"Spot"
"PO00969";"2025-04-05";"V048";"Vendor V_48";"Pune";3.8;"I0191";"Item_191";"Raw Material";121;121;1942.65;"2025-04-13";"2025-04-10";5;1;0;0;235060.65;"2025-04-10";"Posted";"Regular"
"PO00970";"2023-10-09";"V029";"Vendor C_29";"Bengaluru";3.98;"I0105";"Item_105";"Finished Goods";131;131;1900.32;"2023-10-18";"2023-10-26";17;0;0;0;248941.92;"2023-10-28";"Pending";"Consignment"
"PO00971";"2025-08-29";"V008";"Vendor H_8";"Ahmedabad";4.67;"I0082";"Item_82";"Raw Material";280;280;485.99;"2025-09-09";"2025-09-06";8;1;0;0;136077.2;"2025-09-07";"Posted";"Spot"
"PO00972";"2024-05-01";"V046";"Vendor T_46";"Ahmedabad";4.16;"I0095";"Item_95";"Spare Parts";421;421;531.31;"2024-05-15";"2024-05-26";25;0;0;0;223681.51;"2024-05-28";"Posted";"Consignment"
"PO00973";"2024-11-09";"V004";"Vendor D_4";"Hyderabad";4.0;"I0177";"Item_177";"Raw Material";470;470;2196.86;"2024-11-18";"2024-11-17";8;1;0;0;1032524.2;"2024-11-19";"Pending";"Spot"
"PO00974";"2024-10-16";"V045";"Vendor S_45";"Jaipur";3.15;"I0093";"Item_93";"Spare Parts";463;463;855.34;"2024-10-30";"2024-11-07";22;0;0;0;396022.42;"2024-11-07";"Pending";"Spot"
"PO00975";"2023-01-09";"V026";"Vendor Z_26";"Lucknow";4.46;"I0066";"Item_66";"Packaging";155;106;1888.24;"2023-01-16";"2023-01-09";0;1;0;0;200153.44;"2023-01-09";"Posted";"Spot"
"PO00976";"2024-10-08";"V021";"Vendor U_21";"Hyderabad";4.03;"I0197";"Item_197";"Finished Goods";330;330;740.56;"2024-10-20";"2024-10-22";14;0;0;0;244384.8;"2024-10-22";"Pending";"Spot"
"PO00977";"2025-01-24";"V027";"Vendor A_27";"Chennai";3.0;"I0086";"Item_86";"Electronics";368;368;738.06;"2025-02-10";"2025-02-01";8;1;0;0;271606.08;"2025-02-01";"Posted";"Consignment"
"PO00978";"2023-09-25";"V033";"Vendor G_33";"Bengaluru";2.66;"I0017";"Item_17";"Finished Goods";181;181;305.99;"2023-10-13";"2023-10-10";15;1;0;0;55384.19;"2023-10-12";"Disputed";"Spot"
"PO00979";"2024-04-09";"V045";"Vendor S_45";"Jaipur";3.15;"I0008";"Item_8";"Raw Material";391;349;453.67;"2024-04-24";"2024-04-27";18;0;0;0;158330.83;"2024-04-28";"Disputed";"Regular"
"PO00980";"2023-01-04";"V026";"Vendor Z_26";"Lucknow";4.46;"I0052";"Item_52";"Finished Goods";322;322;1191.24;"2023-01-18";"2023-01-27";23;0;0;0;383579.28;"2023-01-27";"Posted";"Regular"
"PO00981";"2024-06-12";"V046";"Vendor T_46";"Ahmedabad";4.16;"I0197";"Item_197";"Finished Goods";426;426;988.85;"2024-06-18";"2024-06-12";0;1;0;0;421250.1;"2024-06-14";"Disputed";"Spot"
"PO00982";"2025-03-22";"V021";"Vendor U_21";"Hyderabad";4.03;"I0116";"Item_116";"Finished Goods";245;245;1461.01;"2025-03-27";"2025-03-25";3;1;0;0;357947.45;"2025-03-25";"Disputed";"Consignment"
"PO00983";"2025-04-26";"V021";"Vendor U_21";"Hyderabad";4.03;"I0073";"Item_73";"Chemicals";102;78;612.63;"2025-05-05";"2025-04-28";2;1;0;0;47785.14;"2025-04-29";"Disputed";"Regular"
"PO00984";"2023-01-22";"V002";"Vendor B_2";"Mumbai";4.88;"I0143";"Item_143";"Chemicals";332;332;2033.53;"2023-02-01";"2023-01-25";3;1;0;0;675131.96;"2023-01-25";"Pending";"Regular"
"PO00985";"2023-09-26";"V045";"Vendor S_45";"Jaipur";3.15;"I0044";"Item_44";"Packaging";26;26;1008.77;"2023-10-09";"2023-10-12";16;0;0;0;26228.02;"2023-10-13";"Posted";"Regular"
"PO00986";"2024-01-12";"V011";"Vendor K_11";"Pune";2.55;"I0146";"Item_146";"Electronics";61;27;705.25;"2024-01-26";"2024-01-16";4;1;0;0;19041.75;"2024-01-17";"Disputed";"Spot"
"PO00987";"2023-05-02";"V015";"Vendor O_15";"Hyderabad";2.95;"I0183";"Item_183";"Chemicals";105;87;1214.29;"2023-05-19";"2023-05-24";22;0;0;0;105643.23;"2023-05-25";"Pending";"Regular"
"PO00988";"2024-03-17";"V014";"Vendor N_14";"Delhi";3.03;"I0154";"Item_154";"Chemicals";111;111;1840.14;"2024-03-27";"2024-04-06";20;0;0;0;204255.54;"2024-04-08";"Posted";"Spot"
"PO00989";"2023-07-04";"V027";"Vendor A_27";"Chennai";3.0;"I0038";"Item_38";"Spare Parts";15;15;1241.3;"2023-07-17";"2023-07-21";17;0;0;0;18619.5;"2023-07-23";"Pending";"Regular"
"PO00990";"2024-01-14";"V038";"Vendor L_38";"Pune";2.74;"I0176";"Item_176";"Packaging";332;332;523.94;"2024-01-25";"2024-01-21";7;1;1;1;173948.08;"2024-01-22";"Disputed";"Spot"
"PO00991";"2024-12-04";"V014";"Vendor N_14";"Delhi";3.03;"I0183";"Item_183";"Chemicals";197;197;1048.48;"2024-12-14";"2024-12-04";0;1;0;0;206550.56;"2024-12-05";"Posted";"Regular"
"PO00992";"2024-07-24";"V004";"Vendor D_4";"Hyderabad";4.0;"I0014";"Item_14";"Packaging";171;171;791.42;"2024-08-06";"2024-08-03";10;1;0;0;135332.82;"2024-08-04";"Disputed";"Consignment"
"PO00993";"2025-04-01";"V039";"Vendor M_39";"Delhi";4.21;"I0182";"Item_182";"Packaging";384;384;1019.78;"2025-04-11";"2025-04-01";0;1;4;1;391595.52;"2025-04-03";"Pending";"Spot"
"PO00994";"2024-02-09";"V043";"Vendor Q_43";"Chennai";2.59;"I0095";"Item_95";"Spare Parts";68;68;542.21;"2024-02-18";"2024-03-01";21;0;0;0;36870.28;"2024-03-03";"Posted";"Spot"
"PO00995";"2023-06-23";"V033";"Vendor G_33";"Bengaluru";2.66;"I0127";"Item_127";"Packaging";477;477;1245.53;"2023-07-08";"2023-07-02";9;1;0;0;594117.81;"2023-07-02";"Pending";"Consignment"
"PO00996";"2024-06-27";"V028";"Vendor B_28";"Mumbai";3.79;"I0037";"Item_37";"Packaging";134;131;1638.41;"2024-07-14";"2024-07-09";12;1;0;0;214631.71;"2024-07-10";"Pending";"Consignment"
"PO00997";"2024-01-05";"V028";"Vendor B_28";"Mumbai";3.79;"I0073";"Item_73";"Chemicals";463;463;673.43;"2024-01-24";"2024-01-29";24;0;0;0;311798.09;"2024-01-30";"Disputed";"Spot"
"PO00998";"2024-03-22";"V011";"Vendor K_11";"Pune";2.55;"I0081";"Item_81";"Spare Parts";378;378;941.12;"2024-03-30";"2024-03-24";2;1;0;0;355743.36;"2024-03-24";"Disputed";"Consignment"
"PO00999";"2024-10-13";"V029";"Vendor C_29";"Bengaluru";3.98;"I0014";"Item_14";"Packaging";97;82;614.28;"2024-10-26";"2024-10-29";16;0;0;0;50370.96;"2024-10-30";"Pending";"Regular"
"PO01000";"2024-12-23";"V030";"Vendor D_30";"Pune";2.62;"I0112";"Item_112";"Spare Parts";60;60;1117.79;"2025-01-02";"2025-01-16";24;0;0;0;67067.4;"2025-01-16";"Pending";"Spot"
"PO01001";"2024-12-27";"V036";"Vendor J_36";"Delhi";4.52;"I0125";"Item_125";"Chemicals";235;235;1145.89;"2025-01-07";"2025-01-03";7;1;0;0;269284.15;"2025-01-03";"Posted";"Spot"
"PO01002";"2023-04-06";"V014";"Vendor N_14";"Delhi";3.03;"I0073";"Item_73";"Chemicals";93;93;688.9;"2023-04-20";"2023-04-19";13;1;0;0;64067.7;"2023-04-20";"Disputed";"Consignment"
"PO01003";"2024-08-22";"V014";"Vendor N_14";"Delhi";3.03;"I0150";"Item_150";"Packaging";498;448;1577.08;"2024-08-29";"2024-09-01";10;0;0;0;706531.84;"2024-09-02";"Posted";"Regular"
"PO01004";"2025-02-25";"V032";"Vendor F_32";"Chennai";2.93;"I0174";"Item_174";"Raw Material";49;49;839.29;"2025-03-03";"2025-02-26";1;1;5;1;41125.21;"2025-02-28";"Posted";"Spot"
"PO01005";"2024-01-18";"V038";"Vendor L_38";"Pune";2.74;"I0028";"Item_28";"Electronics";429;429;136.12;"2024-02-02";"2024-01-31";13;1;3;1;58395.48;"2024-02-02";"Disputed";"Spot"
"PO01006";"2024-04-09";"V041";"Vendor O_41";"Kolkata";2.81;"I0069";"Item_69";"Chemicals";305;305;1763.65;"2024-04-25";"2024-04-17";8;1;0;0;537913.25;"2024-04-17";"Disputed";"Consignment"
"PO01007";"2025-08-31";"V029";"Vendor C_29";"Bengaluru";3.98;"I0084";"Item_84";"Raw Material";486;486;631.3;"2025-09-04";"2025-09-10";10;0;0;0;306811.8;"2025-09-12";"Posted";"Regular"
"PO01008";"2025-06-02";"V004";"Vendor D_4";"Hyderabad";4.0;"I0165";"Item_165";"Electronics";145;145;1565.78;"2025-06-13";"2025-06-21";19;0;0;0;227038.1;"2025-06-21";"Disputed";"Consignment"
"PO01009";"2024-01-26";"V006";"Vendor F_6";"Bengaluru";2.89;"I0103";"Item_103";"Electronics";131;81;284.99;"2024-02-14";"2024-02-11";16;1;0;0;23084.19;"2024-02-11";"Posted";"Regular"
"PO01010";"2023-06-16";"V025";"Vendor Y_25";"Jaipur";3.64;"I0200";"Item_200";"Packaging";207;207;1619.48;"2023-06-22";"2023-06-16";0;1;0;0;335232.36;"2023-06-18";"Posted";"Regular"
"PO01011";"2023-11-02";"V032";"Vendor F_32";"Chennai";2.93;"I0111";"Item_111";"Packaging";377;377;817.77;"2023-11-14";"2023-11-06";4;1;0;0;308299.29;"2023-11-08";"Disputed";"Regular"
"PO01012";"2024-01-03";"V043";"Vendor Q_43";"Chennai";2.59;"I0025";"Item_25";"Electronics";427;427;1547.72;"2024-01-16";"2024-01-23";20;0;0;0;660876.44;"2024-01-24";"Pending";"Spot"
"PO01013";"2023-10-02";"V037";"Vendor K_37";"Delhi";3.26;"I0154";"Item_154";"Chemicals";217;189;1776.07;"2023-10-17";"2023-10-16";14;1;0;0;335677.23;"2023-10-18";"Posted";"Spot"
"PO01014";"2024-10-07";"V028";"Vendor B_28";"Mumbai";3.79;"I0024";"Item_24";"Packaging";21;21;1445.97;"2024-10-20";"2024-10-23";16;0;0;0;30365.37;"2024-10-25";"Posted";"Consignment"
"PO01015";"2024-12-03";"V046";"Vendor T_46";"Ahmedabad";4.16;"I0040";"Item_40";"Finished Goods";477;477;958.71;"2024-12-14";"2024-12-11";8;1;0;0;457304.67;"2024-12-13";"Posted";"Spot"
"PO01016";"2024-04-24";"V028";"Vendor B_28";"Mumbai";3.79;"I0021";"Item_21";"Packaging";465;465;1503.96;"2024-05-08";"2024-05-02";8;1;0;0;699341.4;"2024-05-02";"Disputed";"Spot"
"PO01017";"2025-05-11";"V016";"Vendor P_16";"Hyderabad";2.96;"I0134";"Item_134";"Finished Goods";219;219;2004.1;"2025-06-01";"2025-06-04";24;0;0;1;438897.9;"2025-06-04";"Disputed";"Regular"
"PO01018";"2024-06-06";"V028";"Vendor B_28";"Mumbai";3.79;"I0106";"Item_106";"Electronics";49;49;428.03;"2024-06-14";"2024-06-13";7;1;0;0;20973.47;"2024-06-14";"Pending";"Spot"
"PO01019";"2024-08-22";"V006";"Vendor F_6";"Bengaluru";2.89;"I0197";"Item_197";"Finished Goods";258;210;891.26;"2024-09-06";"2024-09-09";18;0;0;0;187164.6;"2024-09-09";"Posted";"Spot"
"PO01020";"2023-02-16";"V006";"Vendor F_6";"Bengaluru";2.89;"I0107";"Item_107";"Finished Goods";449;449;1176.47;"2023-03-05";"2023-02-21";5;1;0;0;528235.03;"2023-02-23";"Pending";"Consignment"
"PO01021";"2024-04-05";"V040";"Vendor N_40";"Kolkata";3.6;"I0068";"Item_68";"Electronics";175;175;370.2;"2024-04-19";"2024-04-22";17;0;0;0;64785.0;"2024-04-22";"Posted";"Regular"
"PO01022";"2023-03-22";"V048";"Vendor V_48";"Pune";3.8;"I0155";"Item_155";"Packaging";133;133;1257.61;"2023-03-28";"2023-03-24";2;1;0;0;167262.13;"2023-03-26";"Posted";"Regular"
"PO01023";"2024-02-09";"V008";"Vendor H_8";"Ahmedabad";4.67;"I0004";"Item_4";"Finished Goods";88;88;1578.98;"2024-02-14";"2024-02-09";0;1;0;0;138950.24;"2024-02-10";"Disputed";"Consignment"
"PO01024";"2024-09-08";"V047";"Vendor U_47";"Delhi";3.28;"I0125";"Item_125";"Chemicals";156;156;1362.14;"2024-09-19";"2024-09-20";12;0;0;0;212493.84;"2024-09-21";"Disputed";"Consignment"
"PO01025";"2024-12-07";"V044";"Vendor R_44";"Mumbai";4.77;"I0102";"Item_102";"Raw Material";412;412;471.44;"2024-12-15";"2024-12-13";6;1;0;0;194233.28;"2024-12-13";"Posted";"Regular"
"PO01026";"2025-04-15";"V002";"Vendor B_2";"Mumbai";4.88;"I0179";"Item_179";"Raw Material";497;497;1960.46;"2025-04-24";"2025-04-21";6;1;0;0;974348.62;"2025-04-22";"Disputed";"Regular"
"PO01027";"2024-10-27";"V016";"Vendor P_16";"Hyderabad";2.96;"I0112";"Item_112";"Spare Parts";432;432;1142.05;"2024-11-10";"2024-11-16";20;0;0;0;493365.6;"2024-11-16";"Posted";"Spot"
"PO01028";"2025-02-27";"V030";"Vendor D_30";"Pune";2.62;"I0038";"Item_38";"Spare Parts";243;243;1175.69;"2025-03-21";"2025-03-21";22;1;0;0;285692.67;"2025-03-21";"Disputed";"Consignment"
"PO01029";"2024-03-31";"V032";"Vendor F_32";"Chennai";2.93;"I0121";"Item_121";"Electronics";11;11;1545.04;"2024-04-15";"2024-04-13";13;1;0;0;16995.44;"2024-04-13";"Pending";"Consignment"
"PO01030";"2025-04-29";"V026";"Vendor Z_26";"Lucknow";4.46;"I0014";"Item_14";"Packaging";171;130;813.74;"2025-05-10";"2025-05-14";15;0;0;0;105786.2;"2025-05-15";"Pending";"Spot"
"PO01031";"2025-01-24";"V038";"Vendor L_38";"Pune";2.74;"I0153";"Item_153";"Spare Parts";375;375;344.56;"2025-02-13";"2025-02-10";17;1;0;0;129210.0;"2025-02-11";"Pending";"Spot"
"PO01032";"2024-06-09";"V038";"Vendor L_38";"Pune";2.74;"I0186";"Item_186";"Raw Material";314;314;1461.27;"2024-06-20";"2024-07-01";22;0;0;0;458838.78;"2024-07-02";"Posted";"Consignment"
"PO01033";"2023-03-04";"V034";"Vendor H_34";"Hyderabad";4.87;"I0005";"Item_5";"Chemicals";217;217;1283.15;"2023-03-12";"2023-03-14";10;0;0;0;278443.55;"2023-03-15";"Disputed";"Spot"
"PO01034";"2025-06-29";"V031";"Vendor E_31";"Kolkata";4.02;"I0030";"Item_30";"Raw Material";254;254;264.61;"2025-07-15";"2025-07-16";17;0;0;0;67210.94;"2025-07-17";"Disputed";"Spot"
"PO01035";"2023-01-22";"V011";"Vendor K_11";"Pune";2.55;"I0074";"Item_74";"Spare Parts";372;349;224.28;"2023-02-09";"2023-02-08";17;1;0;0;78273.72;"2023-02-10";"Posted";"Consignment"
"PO01036";"2025-07-19";"V044";"Vendor R_44";"Mumbai";4.77;"I0087";"Item_87";"Packaging";472;472;964.58;"2025-07-28";"2025-08-04";16;0;0;0;455281.76;"2025-08-06";"Pending";"Regular"
"PO01037";"2025-06-23";"V019";"Vendor S_19";"Mumbai";3.58;"I0186";"Item_186";"Raw Material";365;365;1453.8;"2025-07-08";"2025-06-27";4;1;0;0;530637.0;"2025-06-29";"Disputed";"Consignment"
"PO01038";"2024-01-04";"V031";"Vendor E_31";"Kolkata";4.02;"I0042";"Item_42";"Electronics";319;319;1354.41;"2024-01-15";"2024-01-18";14;0;0;0;432056.79;"2024-01-18";"Disputed";"Spot"
"PO01039";"2023-05-13";"V012";"Vendor L_12";"Mumbai";4.92;"I0052";"Item_52";"Finished Goods";81;81;1363.91;"2023-05-27";"2023-05-20";7;1;0;0;110476.71;"2023-05-21";"Pending";"Spot"
"PO01040";"2023-08-29";"V014";"Vendor N_14";"Delhi";3.03;"I0143";"Item_143";"Chemicals";25;25;1966.93;"2023-09-11";"2023-09-14";16;0;0;0;49173.25;"2023-09-15";"Pending";"Consignment"
"PO01041";"2023-06-12";"V012";"Vendor L_12";"Mumbai";4.92;"I0129";"Item_129";"Packaging";17;17;2033.37;"2023-06-21";"2023-06-19";7;1;0;0;34567.29;"2023-06-19";"Disputed";"Regular"
"PO01042";"2023-05-04";"V036";"Vendor J_36";"Delhi";4.52;"I0058";"Item_58";"Packaging";250;250;1585.98;"2023-05-11";"2023-05-13";9;0;0;0;396495.0;"2023-05-14";"Posted";"Consignment"
"PO01043";"2023-10-01";"V010";"Vendor J_10";"Lucknow";4.27;"I0177";"Item_177";"Raw Material";448;448;2202.34;"2023-10-13";"2023-10-06";5;1;0;0;986648.32;"2023-10-08";"Posted";"Spot"
"PO01044";"2025-03-29";"V030";"Vendor D_30";"Pune";2.62;"I0194";"Item_194";"Raw Material";57;57;684.5;"2025-04-15";"2025-04-04";6;1;0;0;39016.5;"2025-04-06";"Posted";"Consignment"
"PO01045";"2023-02-12";"V033";"Vendor G_33";"Bengaluru";2.66;"I0027";"Item_27";"Electronics";86;86;1506.45;"2023-02-25";"2023-02-23";11;1;0;0;129554.7;"2023-02-24";"Posted";"Consignment"
"PO01046";"2023-10-27";"V046";"Vendor T_46";"Ahmedabad";4.16;"I0114";"Item_114";"Electronics";391;391;1049.76;"2023-11-08";"2023-11-10";14;0;0;0;410456.16;"2023-11-10";"Posted";"Consignment"
